name,infrastructure_type,latitude,longitude
"Government Hospital, Kuppanasaripatti",hospital,9.933151,77.31977
Sethu Hospital,hospital,9.904166,78.1063942
Sugam Hospital,hospital,9.94163,77.971485
Lee Kidney Care,hospital,9.916672,78.0936579
Lakhshmi Hospital,hospital,9.9383929,78.1400635
Thiruvegampet Government Hospital,hospital,9.8301346,78.7857808
"Government Hospital, Devakottai",hospital,9.9504,78.813747
Priya Hospital,hospital,9.826532,77.990877
Rasi Hospital,hospital,9.9453203,78.0999129
"Government Hospital, Chinnamanur",hospital,9.8445521,77.3870903
Nirmal Hospital,hospital,9.951389,78.0985862
"Government Hospital, Sindalacherry",hospital,9.886637,77.3330577
Mercy Hospital,hospital,9.92411,78.0945727
"Government Hospital, Thiruppuvanam",hospital,9.8240865,78.2578695
Family Planning Of India,hospital,9.9155838,78.1029381
Balaji Nurshing Home,hospital,9.93239,78.100443
"Government Hospital, Uthamapalayam",hospital,9.804758,77.3284646
Saravana Multi Speciality Hospital,hospital,9.941448,78.125155
"Government Hospital, Thiruvadanai",hospital,9.782783,78.919394
Pandiaraj Maternity & Children's Hospital,hospital,9.918685,78.131511
Subam Hospital,hospital,9.8298382,77.990651
Suriya Hospital,hospital,9.950359,78.8180651
Chandrabai Hospital,hospital,9.9216108,78.0953562
Satharasan Kottai Government Hospital,hospital,9.7643731,78.5340622
"Government Hospital, Thondi",hospital,9.744103,79.018032
Peraiyur Government Hospital,hospital,9.7356123,77.7874801
Atchay Speciality Hospital,hospital,9.894279,78.083201
Udupi Hospital,hospital,10.1198406,77.5526264
Manamelkudi Government Hospital,hospital,10.03899,79.231469
"Government Hospital, Genguvarpatti",hospital,10.1730861,77.6957265
Dms Hospital Batalagundu,hospital,10.16486,77.756016
Silamarathupatti Government Hospital,hospital,9.9698082,77.354138
"Government Hospital, Aranthangi",hospital,10.180043,79.0001041
Sri Sudha Hospital,hospital,10.1751412,79.0008169
Vellalore Government Hospital,hospital,10.0015213,78.4066306
"Government Maruthupandiyar Hospital, Tiruppathur",hospital,10.110361,78.5930852
Sholavandan Government Hospital,hospital,10.0221088,77.963683
"Government Hospital, Chitalangudi",hospital,10.01559,78.026598
Pulankurichi Government Hospital,hospital,10.26867,78.592053
Government Hospital Pillayarnattha,hospital,10.118944,77.8596017
Kokila Hospital,hospital,10.04346,77.5067294
Government hospital Usilampatti,hospital,10.0388854,77.7942093
"Government Hospital, Sembanur",hospital,9.9955351,78.6361753
Government Hospital Avudaiyarkoil,hospital,10.0771979,79.0444243
"Government Hospital, Kilasevalpatti",hospital,10.1797736,78.6601024
Sri Vinayaga Hospital,hospital,10.01027,77.477495
"Government Hospital, Kandanur",hospital,10.10678,78.821222
SSM Hospital,hospital,10.1034334,78.7947189
Holy Redmer Hospital,hospital,10.0192934,77.4793619
"General Hospital, Natham",hospital,10.225826,78.228879
Sivasakthi Hospital,hospital,10.01524,77.482245
PKN Hospital,hospital,10.0822791,78.7769552
"Government Hospital, Keelavalavu",hospital,10.070696,78.4202076
"Palavangudi, Government Hospital",hospital,10.1339471,78.7217917
"Government Hospital, Kundrakudi",hospital,10.112947,78.7025156
Janaki Ram Hospital,hospital,10.1711279,78.9978366
Kamarajar Government Hospital,hospital,10.2888952,79.2022653
"Government Hospital, Andipatti",hospital,9.9995344,77.6181426
Pattiveeranpatti Government Hospital,hospital,10.2079238,77.7625804
Ksk Hospital,hospital,10.0108992,77.4805352
"Government Hospital, Subramaniyapuram",hospital,10.1769915,79.1228456
Vikkiramangalam Government Hospital,hospital,10.0075382,77.9254286
Multicare Hospital,hospital,10.0728827,78.7834656
Theni Medical College Hospital,hospital,10.0066725,77.5544208
Nattathi Nadar Multi Speciality Hospital,hospital,10.015163,77.4809614
"Women And Children Hospital, Pallathur",hospital,10.1429786,78.7991211
"Government Hospital, Katchakatti",hospital,10.0706108,77.9769219
Government Hospital Usilampatti,hospital,9.962405,77.7888264
Government Hospital Kanadukathan,hospital,10.1688874,78.78294
"Shanmuga Nursing Home, Chinnalapatty",hospital,10.2833383,77.9186852
Thambiran Maternity & Children Hospital,hospital,10.0751236,78.7797804
Vivek Hospital,hospital,10.0724504,78.7720621
Santhosh Hospital,hospital,10.1115396,78.6006272
Government Hospital Vadipatti,hospital,10.08188,77.965622
"Mudis Garden Hospital, Valparai",hospital,10.2780339,76.9272208
"Government Hospital, Periakulam",hospital,10.12323,77.532944
Thirumayam Government Hospital,hospital,10.2453541,78.746088
Poobathi Amma Hospital,hospital,9.9601197,77.7890349
"Government Hospital, Alanganallur",hospital,10.0491826,78.0909542
Shifa Hospital,hospital,10.1669627,78.9927538
Samayapuram Government Hospital,hospital,9.9763294,78.0472585
Kasthuriba Hospital,hospital,10.27923,77.923078
Kumararani Of Chettinad Mother Child & General Hospital,hospital,10.161048,78.777646
"Women And Children Hospital, Kothamangalam",hospital,10.1941782,78.8078953
"Women And Children Hospital, Paganeri",hospital,9.966038,78.58752
Rathnaa Fertility Centre,hospital,10.079994,78.7759596
"Government Hospital, Singampunari",hospital,10.1817572,78.4200874
Gayatri Medical Centre,hospital,10.0028417,77.4884713
"Government Hospital, Melur",hospital,10.0339165,78.3355924
Anbu Hospital,hospital,10.0265249,77.4796467
"Government Hospital, Kottampatti",hospital,10.2306281,78.3763516
Sri Balaji Hospital,hospital,10.0802903,78.7759168
"Government Hospital, Nerkuppai",hospital,10.2272825,78.5329705
"Government Hospital, Pannaikadu",hospital,10.2779747,77.6286687
"Government Hospital, Bodinayakkanur",hospital,10.01681,77.352466
Vidhya Hospital,hospital,10.1216397,77.5476801
"Government Hospital, Veerapandy",hospital,9.9608076,77.4332378
Anitha Hospital,hospital,10.58568,77.248727
Tamilnadu Hospital,hospital,10.66329,79.442415
"Thuvakudi,Government Hospital",hospital,10.75343,78.821829
Vilakkudi Goverment Hospital,hospital,10.58454,79.597212
"Government Hospital, Needamangalam",hospital,10.7689309,79.4156807
"Gkm Hospital,Manaparai",hospital,10.61241,78.425888
"Government Hospital, Kilvelur",hospital,10.7652339,79.7434518
"Prabhu Hospital, Pc Pollachi",hospital,10.66269,77.009684
Avm Hospital- Pollachi,hospital,10.66242,77.0030365
"Lakshmi Hospital, Udumalai",hospital,10.5824125,77.2476474
Mylampatty Government Hospital,hospital,10.7320815,78.2459642
Bharani Hospitals,hospital,10.76278,79.139549
"Thondarampattu,Government Hospital",hospital,10.56398,79.321141
"Government Hospital, Athikadai",hospital,10.7509025,79.5000913
U.K.Hospital - Udumalai,hospital,10.5845833,77.2514324
"Kowsalya Medical Centre, Pollachi",hospital,10.66299,77.010025
Sri Harini Hospital,hospital,10.7661543,79.8401373
Arthur Hospital,hospital,10.7644836,79.8449846
Chitra Hospital,hospital,10.6056931,78.4256873
Periyar Maniammai Hospitals,hospital,10.7294648,79.0718803
Thalainayar Government Hospital,hospital,10.5611244,79.7719613
Raaj Multispeciality Hospital,hospital,10.6624509,79.4490837
"Nivetha, Dharapuram",hospital,10.7308009,77.5236259
"S.N. Hospital, Pollachi",hospital,10.659567,77.0005675
"SK Medical Centre, Udumalpet",hospital,10.5845297,77.2486143
Kamakshi Hospital,hospital,10.6637256,79.4479981
Nagapattinam Government District Head Hospital,hospital,10.77246,79.843971
"Janani Hospital, Dharapuram",hospital,10.7294033,77.5210119
"Thirukuvalai, Head Quarter Government Hospital",hospital,10.6313018,79.7226477
"Sakthi Hospital, Pollachi",hospital,10.6629552,77.0106019
Surya Hospital,hospital,10.77481,79.6275997
Vignesh Nurshing Home - Udumalai,hospital,10.5805004,77.2508466
"JP Hospital, Pollachi",hospital,10.66024,77.0049
"Government Hospital, Keeranur",hospital,10.5740913,78.7840059
"Government Hospital, Pollachi",hospital,10.6581617,77.0098249
Thirumalai Hospital,hospital,10.6650579,77.005872
Government Hospital Kadavur,hospital,10.5945331,78.1758745
"Government Hospital,Mannargudi",hospital,10.66353,79.454174
"Gokul Polyclinic & Ct Scan Centre, Udumalpet",hospital,10.58378,77.252591
"Government Hospital, Aravakurtchi",hospital,10.77208,77.909648
"Moorthy Hospital, Udumalai",hospital,10.6220772,77.1484896
Krishna Child Care Centre,hospital,10.7701377,79.1343815
Pallapatti Government Hospital,hospital,10.72384,77.891681
Orathanadu Government Hospital,hospital,10.62866,79.251988
Megala Nh Keeranur,hospital,10.5758917,78.7827269
"Government Hospital, Gandarvakottai",hospital,10.5730963,79.0154554
Vijayapuram Government hospital,hospital,10.7639635,79.6423297
Pills Hospital,hospital,10.66419,77.010376
"ShreeHospital ,Negamam",hospital,10.7433038,77.1003106
ARVI Hospital,hospital,10.58528,77.249095
"Shanthi Hospital, Pollachi",hospital,10.6631858,77.0149942
"Government Hospital, Neerpalani",hospital,10.62088,78.707083
"Government Hospital, Aniyapoor",hospital,10.672737,78.32575
"Dr. V.V.R. Hospital, Thanjavur",hospital,10.76872,79.138276
Vadugapalayam Government Hospital,hospital,10.66878,76.9951891
"Ponnaiah Hospital, Dharapuram",hospital,10.72916,77.520131
Manapparai Government Hospital,hospital,10.6062523,78.4251816
"Thogamalai,Government Hospital",hospital,10.7268532,78.4097304
Prathabaramapuram Goverment Hospital,hospital,10.64893,79.83741
Tiruvarur Medical Centre,hospital,10.7745978,79.6279725
"Surya Hospital, Pollachi",hospital,10.6627371,77.0122918
"Ramana Hospital, Dharapuram",hospital,10.7351092,77.517107
Vst Sri Shakthi Hospital,hospital,10.7745616,79.6295782
"Arun Hospital, Pollachi",hospital,10.6625657,77.0129734
Thanjavoor Cancer Hospital,hospital,10.73394,79.112161
Koovakkapatti Government Hospital,hospital,10.5722,77.988726
Akshitha Hospital,hospital,10.6618278,79.4581285
"Government Hospital, Vettaikaranputhur",hospital,10.564213,76.9196298
"Government Hospital, Kovilur",hospital,10.596101,78.0784055
Podaturpet Government Hospital,hospital,13.2791083,79.4822937
Madhavaram Government Hospital,hospital,13.163539,80.2430669
Pallipattu Government Hospital,hospital,13.33715,79.46618
"Tiruthani, Government Hospital",hospital,13.1742299,79.619808
Ponneri Government Hospital,hospital,13.3329987,80.1972536
"Govt Hospital, Alamathi",hospital,13.2097678,80.1121208
Government Hospital Vanganur,hospital,13.1860003,79.4600028
Swasthik Health Care center,hospital,13.1297134,80.2506039
"Government Hospital, Uthukottai",hospital,13.3327639,79.8983401
NRV Hospital,hospital,13.13468,80.243196
"Government Hospital, Gummudipoondi",hospital,13.4160912,80.1296667
Sugam Hospital,hospital,13.1685958,80.3042862
"Government Hospital, Velliyur",hospital,13.2177207,80.0117462
"Government Hospital, R.K.Pet",hospital,13.1625,79.4314794
Government Hospital Kadhavoor,hospital,13.1783047,80.0612608
"Government Hospital, Nachandupatti",hospital,10.3186438,78.7226645
Soba General Hospital,hospital,10.3652378,77.9719571
Sankara Hospital,hospital,10.3628074,77.9829745
"Government Hospital, Vedaranyam",hospital,10.378089,79.8520352
SK Hospital,hospital,10.393142,78.8259349
Sri Ram Dental Hospital,hospital,10.3798765,78.8197243
Thandikudi District Hospital,hospital,10.308969,77.6435935
"Government Hospital, Neduvasal",hospital,10.3562841,79.1356727
Raksha Hospitals,hospital,10.3730442,77.9813474
Dharshini Hospital,hospital,10.3692822,77.9767258
Thuvarankurichi Government Hospital,hospital,10.3855289,78.3794484
Shahin Hospital,hospital,10.349691,77.9798761
Mamalar Hospital,hospital,10.3803586,78.8168898
"Pannimedu Hospital, Valparai",hospital,10.325588,76.9555929
"Jaya Hospital, Dindigul",hospital,10.3638722,77.9904813
Sanjeveeni Hospital,hospital,10.380388,78.8185837
"Kar Health Centre , Dindigul",hospital,10.3606634,77.9824861
Guhan Hospital,hospital,10.37585,77.972711
"Sangeerani Hospital, Dindigul",hospital,10.35906,77.968456
Kannan Hospital,hospital,10.3685078,77.9782586
J C B Hospital,hospital,10.366409,77.9774456
Manimegalai Medical Centre,hospital,10.387148,78.8144776
"Government Hospital, Valparai",hospital,10.329979,76.957798
Praveen Hospital,hospital,10.3809387,78.8183526
Shree Meenakshi Multispeciality Hospital,hospital,10.37955,78.823064
Vishnu Suriya Hospital Dindigul,hospital,10.3627892,77.9822757
Sai Hospitals Dindigul,hospital,10.374819,77.9896618
"Government Hospital, Siruvaviduthi",hospital,10.3570625,79.1760488
Fathima Hospital Dindigul,hospital,10.3519815,77.9662967
"Government Hospital, Karuppampulam",hospital,10.3894704,79.7892774
Government Hospital Vadakadu,hospital,10.3499826,79.050843
Vignesh Hospital,hospital,10.36719,77.976034
"Thottauthu,Government Hospital",hospital,10.3399256,78.0180239
Saratha Hospital,hospital,10.3638774,77.9719559
Goverment Hospital Vadamadurai,hospital,10.43637,78.087812
Vel Multispeciality Hospital,hospital,10.4598547,77.5127337
"Government Hospital, Ammarapoondi",hospital,10.51799,77.575279
Government Hospital-Sriramapuram,hospital,10.435557,77.8061096
"Goverment Hospital, Ayyalur",hospital,10.4930815,78.1669977
Sri Kumaran Hospital,hospital,10.42154,79.32083
Valanadu Government Hospital,hospital,10.44876,78.479999
"Government Hospital, Vedasendur",hospital,10.528397,77.9548262
Thiruvonam government hospital,hospital,10.50433,79.153308
"Dr. Tak Hospital, Pattukkottai",hospital,10.42416,79.318564
Government Hospital Kalapal,hospital,10.54426,79.54749
Rajam Maternity Hospital,hospital,10.4212764,79.3189422
"Government Hospital, Balasamuthram",hospital,10.4195778,77.5017447
Christian Fellow Ship Hospital Oddanchatram,hospital,10.4879599,77.7520144
Priya Hospital,hospital,10.4139397,79.3241498
"KG Hospital, Palani",hospital,10.4493418,77.5181043
Pappankulam Government Hospital,hospital,10.5272441,77.3238812
"Government Hospital, Thadicombu",hospital,10.4384149,77.9550422
"Government Hospital, Jallipatti",hospital,10.5074374,77.203841
"Government hospital,Vellalaviduthy",hospital,10.507413,79.0791899
Np Hospital Oddanchatram,hospital,10.4938688,77.7459828
"Goverment Hospital, Ayakudi",hospital,10.45663,77.562324
"Government Hospital, Idumbavanam",hospital,10.42032,79.593648
"Government Hospital, Cauvery Nagar",hospital,10.4756913,78.7979659
"Government Hospital, Tiruthuraipoondi",hospital,10.53,79.643497
Puthanatham Government Hospital,hospital,10.46598,78.366786
"Government Hospital, Annavasal",hospital,10.4578245,78.7028625
Amman Hospital,hospital,10.499044,77.7471517
Annai Hospital,hospital,10.42448,79.315612
"Government Hospital, Narikkalpatti",hospital,10.54006,77.473297
Ds Hospital Palani,hospital,10.4511464,77.5191526
"Sri Kalaivani Hospital, Kottur, Pollachi",hospital,10.5395969,76.9819098
Sai Krishna Women's Hospital,hospital,10.4497,77.521652
"Government Hospital, Thirumakottai",hospital,10.5354464,79.4585806
Government Hospital Palani,hospital,10.44856,77.516727
"Government Hospital, Illuppur",hospital,10.5117513,78.6239325
Government Hospital Karambakkudi,hospital,10.45721,79.14039
"Government Hospital, Naluvedapathi",hospital,10.5037796,79.8399625
"Anbu Hospital, Oddanchatram",hospital,10.4986865,77.7462825
K R Hospital,hospital,10.4895885,77.7470301
Pattukottai Government Hospital,hospital,10.42116,79.317879
"Government Hospital, Komaralingam",hospital,10.48788,77.349253
Mani multispeciality Hospital,hospital,10.5324,79.640111
Govt Kilpauk Medical College Hospital,hospital,13.07832,80.243753
"Government Hospital, Nemam",hospital,13.0747057,80.01998
Rasi Hospital,hospital,13.12038,80.285818
Government Maternity And Child Hospital,hospital,13.0991743,80.2301988
Cloudnine Hospital - Chennai,hospital,13.0433937,80.2461174
Paratharami Government Hospital,hospital,13.062703,78.9720516
Shifa Hospital And Reasearch Centre,hospital,13.061988,80.2745135
"Government Hospital, Sholingar",hospital,13.11228,79.420703
Govt. Stanley Hospital,hospital,13.10618,80.286804
Subam Specialities Hospitals,hospital,13.0469783,80.1895003
Srisaihospital With Matrinity Facility,hospital,13.0692631,80.1799109
Govt Peripheral Hospital Periyar Nagar,hospital,13.1153048,80.2233851
Be Well Hospital,hospital,13.0431134,80.2453103
Hera Hospital,hospital,13.0508643,80.1922458
Government Unani Hospital,hospital,13.1129012,80.2957982
Meenakshi Hospital & Childrens Hospital,hospital,13.0586646,80.2428501
Tanker Dialysis Foundation Unit,hospital,13.09041,80.175293
Hiba Hospital,hospital,13.0616195,80.275793
A.R.A Hospital For Women,hospital,13.0508818,80.2735131
Priyas Medical Centre,hospital,13.0594024,80.1954415
Dr. Rai Memorial Medical Centre,hospital,13.044837,80.2475507
Medway Hospitals,hospital,13.0535971,80.2275376
Seven Wells Hospital,hospital,13.0993782,80.2825418
Government Hospital,hospital,13.068807,80.2672078
Standard Hospital,hospital,13.0524675,80.1898468
Chennai Corporation Hospital,hospital,13.1142928,80.2844517
Guru Raghavendra Hospital,hospital,13.0410091,80.1964532
Varadarajapuram Government Hospitals,hospital,13.1126809,80.153358
Seethapathy clinic & Hospital,hospital,13.0487028,80.2645448
Kvt Health Speciality Hospital,hospital,13.1267531,80.2489796
Sakthi Hospital &Reasearch Centre Helath Care Organization,hospital,13.0572714,80.2757357
Women And Children Foundation Hospitals T-Nagar,hospital,13.0480821,80.2329957
Dr.Rai Cbcc Centre,hospital,13.05562,80.124419
Annai multispeciality hospital,hospital,13.0538856,80.1927125
Firm Hospital,hospital,13.0916464,80.2139939
Thiruninravur Government Hospital,hospital,13.11573,80.026717
The Best Hospital Private Ltd,hospital,13.0535089,80.2195494
Chennai Corporation Hospital,hospital,13.0887,80.256712
Triplicane Government Hospital,hospital,13.060986,80.2747981
"Kalpana Hospital, Sholinghur",hospital,13.1152488,79.4209593
Government Hospital For Ladies And Children,hospital,13.0590564,80.1928218
SIMS Hospital,hospital,13.0561828,80.2478331
Vimal Hospital - Tiruppur,hospital,11.09742,77.349707
Sri Harini Matarnity Hospital,hospital,11.1477052,78.5968646
"Life Guard, Tiruppur",hospital,11.07895,77.34231
"Government Hospital, Tharangambadi",hospital,11.03082,79.851877
RS Hospital,hospital,11.0778911,77.8842359
"Geethasree Hospital, Coimbatore",hospital,11.07196,77.002444
"Balaji Hospital, Sulur",hospital,11.0277947,77.1298133
PN Hospital - Tiruppur,hospital,11.09041,77.348581
Bethany Medical Centre,hospital,11.1119003,76.7638687
"Government Hospital, Thuraiyur",hospital,11.1520465,78.612295
"Vishnu Medical Centre, Tiruppur",hospital,11.12036,77.350179
"Government Hospital, Alunthalaipur",hospital,11.0510969,78.9109944
